LOCATION_TEXT,ROAD,WEATHER,LIGHT,DESC,REPORTING_AGENCY,MAIN_CAUSE,INCIDENTDETAILS_ID,DATE_UTC,TIME_UTC,ADDRESS,killed_driver,killed_passenger,killed_pedestrian,injured_driver,injured_passenger,injured_pedestrian,killed_uncategorized,injured_uncategorized,killed_total,injured_total,DATETIME_PST,SEVERITY,Y,X,COLLISION_TYPE
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), Mindanao Ave. Edsa Quezon City",MMDA Road Safety Unit,Human error,49b350d6-75ac-47bf-8ea3-9b66ccd8b96c,2014-08-03,10:20:00,Mindanao Ave. Edsa Quezon City,0,0,0,0,0,0,0,0,0,0,2014-08-03 18:20,Property,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), Mindanao Ave.  Edsa Quezon City",MMDA Road Safety Unit,Human error,0cbb4ea9-c860-407d-b42b-b963b6f7f425,2014-07-10,12:00:00,Mindanao Ave.  Edsa Quezon City,0,0,0,0,0,0,0,0,0,0,2014-07-10 20:00,Property,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), Mindanao Ave. Edsa Quezon City",MMDA Road Safety Unit,Human error,b8c4d591-7183-4649-84d8-35dac8df78dc,2014-07-10,07:00:00,Mindanao Ave. Edsa Quezon City,0,0,0,0,0,0,0,0,0,0,2014-07-10 15:00,Property,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), Mindanao Ave. Edsa Quezon City",MMDA Road Safety Unit,Human error,ff7149a1-8a6b-4b88-b888-8e0ae00d12ca,2014-07-04,12:30:00,Mindanao Ave. Edsa Quezon City,0,0,0,0,0,0,0,0,0,0,2014-07-04 20:30,Property,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 1.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), Mindanao Ave. EDSA Quezon City",MMDA Road Safety Unit,Human error,a210dedc-5ba9-4b79-88c0-cd0aa843a5b1,2014-06-19,02:00:00,Mindanao Ave. EDSA Quezon City,0,0,0,1,0,0,0,0,0,1,2014-06-19 10:00,Injury,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), U- Turn Slot Fornt of Camp Crame Quezon City",MMDA Road Safety Unit,Human error,63cdbe7c-f8f0-4b10-af3d-02eb472fa336,2014-03-28,02:45:00,U- Turn Slot Fornt of Camp Crame Quezon City,0,0,0,0,0,0,0,0,0,0,2014-03-28 10:45,Property,14.60987618,121.0555122,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), Mindanao Ave. EDSA N/B Trinoma Mall Bgy.Pag asa Quezon City",MMDA Road Safety Unit,Human error,c66d5dec-2efe-48b8-b3cb-ec403740a81d,2013-06-29,15:00:00,Mindanao Ave. EDSA N/B Trinoma Mall Bgy.Pag asa Quezon City,0,0,0,0,0,0,0,0,0,0,2013-06-29 23:00,Property,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), Mindanao Ave. Ext. EDSA Quezon City",MMDA Road Safety Unit,Human error,0275020d-81a7-4a75-868c-6d0ac16b9dfe,2013-03-23,11:15:00,Mindanao Ave. Ext. EDSA Quezon City,0,0,0,0,0,0,0,0,0,0,2013-03-23 19:15,Property,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), Mindanao Ave. EDSA Quezon City",MMDA Road Safety Unit,Human error,d177a20a-b5b2-4423-9a10-650cefeb1cce,2012-12-16,05:25:00,Mindanao Ave. EDSA Quezon City,0,0,0,0,0,0,0,0,0,0,2012-12-16 13:25,Property,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 1.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), Mindanao Ave.  Edsa Pag Asa Quezon City",MMDA Road Safety Unit,Human error,07801666-f20d-4b0c-9bb0-ae4f20d689a3,2012-11-20,23:35:00,Mindanao Ave.  Edsa Pag Asa Quezon City,0,0,0,0,1,0,0,0,0,1,2012-11-21 7:35,Injury,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), Mindanao Ave.  Edsa N/B Landmark Bldg. Quezon City",MMDA Road Safety Unit,Human error,545f8765-798f-40a6-bfad-557e08efeb87,2012-11-18,14:15:00,Mindanao Ave.  Edsa N/B Landmark Bldg. Quezon City,0,0,0,0,0,0,0,0,0,0,2012-11-18 22:15,Property,14.65080494,121.033341,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), Mindanao Ave.  Edsa N/B Brgy. Bagong Pag Asa  Quezon City",MMDA Road Safety Unit,Human error,03d6ce02-a840-4495-a7e5-bcf2e220c661,2012-11-12,23:00:00,Mindanao Ave.  Edsa N/B Brgy. Bagong Pag Asa  Quezon City,0,0,0,0,0,0,0,0,0,0,2012-11-13 7:00,Property,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), Mindanao Ave. EDSA Quezon City",MMDA Road Safety Unit,Human error,8c3751fe-4cb4-489a-aef2-2000f6494fb0,2012-10-31,10:10:00,Mindanao Ave. EDSA Quezon City,0,0,0,0,0,0,0,0,0,0,2012-10-31 18:10,Property,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), Mindanao Ave. Near EDSA (N/B) Brgy.  Pag-Asa Quezon City",MMDA Road Safety Unit,Human error,cc7514df-6638-4099-a6d4-ee07bd38aec8,2012-05-24,15:00:00,Mindanao Ave. Near EDSA (N/B) Brgy.  Pag-Asa Quezon City,0,0,0,0,0,0,0,0,0,0,2012-05-24 23:00,Property,14.65053046,121.0333606,No Collision Stated
None,EDSA,None,None,"No Accident Factor, Rear-end, 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), Mindanao Ave. EDSA Quezon City",MMDA Road Safety Unit,Human error,1323eb0a-40b9-4d3b-9142-814e307c6779,2012-04-29,05:05:00,Mindanao Ave. EDSA Quezon City,0,0,0,0,0,0,0,0,0,0,2012-04-29 13:05,Property,14.65055523,121.0334921,Rear-End
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), Mindanao Ave. EDSA Quezon City",MMDA Road Safety Unit,Human error,037a7d18-fb79-48b8-9350-60c9c8c93947,2012-03-31,09:00:00,Mindanao Ave. EDSA Quezon City,0,0,0,0,0,0,0,0,0,0,2012-03-31 17:00,Property,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), Mindanao Ave. Ext., before EDSA Quezon City",MMDA Road Safety Unit,Human error,1a0a9f72-1a57-4de5-ac84-3a79c052e610,2012-03-29,05:05:00,"Mindanao Ave. Ext., before EDSA Quezon City",0,0,0,0,0,0,0,0,0,0,2012-03-29 13:05,Property,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), Mindanao Ave. before EDSA Quezon City",MMDA Road Safety Unit,Human error,f824b748-b850-4751-b89d-7989e0ee70bc,2012-02-22,11:30:00,Mindanao Ave. before EDSA Quezon City,0,0,0,0,0,0,0,0,0,0,2012-02-22 19:30,Property,14.65055523,121.0334921,No Collision Stated
None,EDSA,None,None,"Unknown, Hit and Run (No Collision Stated), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), Mindanao Ave. Ext. EDSA Quezon City",MMDA Road Safety Unit,Human error,909f5b94-330e-47b3-9b0f-af415648bc09,2011-10-25,08:00:00,Mindanao Ave. Ext. EDSA Quezon City,0,0,0,0,0,0,0,0,0,0,2011-10-25 16:00,Property,14.65055523,121.0334921,No Collision Stated
"Hotel Sogo, Taft Avenue Extension, 146, Zone 16, Pasay, District 1, Pasay, Metro Manila, 1300, Philippines",EDSA,rain,day,Bumped from Behind,Other,Human error,068eb691-eca3-448d-8c9f-fb143e47077c,2016-10-21,07:12:12,EDSA Rotonda Giselle Park Commercial Complex Pasay,0,0,0,0,0,0,0,0,0,0,2016-10-21 15:12,Property,14.53714504,121.0006714,Rear-End
"Manester Building, 2008, EDSA Extension, Metropolitan Park, 76, Zone 10, Pasay, District 1, Pasay, Metro Manila, 1300, Philippines",EDSA,partly-cloudy-day,day,BUMPED FROM BEHIND,MMDA Metrobase,Human error,6d832d0b-9eb6-4c01-99b5-7c2289cc13a5,2016-10-27,04:34:05,EDSA-Rotonda  Pasay,0,0,0,0,0,0,0,0,0,0,2016-10-27 12:34,Property,14.53737352,121.0005212,Rear-End
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Rotonda Giselle Park Commercial Complex Pasay",MMDA Road Safety Unit,Human error,88a778c6-2eda-4fd9-a36a-f625efd7df0a,2013-11-16,06:00:00,EDSA Rotonda   Pasay,0,0,0,0,0,0,0,0,0,0,2013-11-16 14:00,Property,14.5373808,121.001103,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA-Rotonda  Pasay",MMDA Road Safety Unit,Human error,0a14adfd-e627-4819-b679-daca321227c6,2013-11-07,02:20:00,Edsa Rotonda  Pasay,0,0,0,0,0,0,0,0,0,0,2013-11-07 10:20,Property,14.5373808,121.001103,No Collision Stated
